"Sport","Entry","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"NFL","NFL GIANT $2 Double Up [$40,000 Guaranteed]  (Thu) (82/86)","2015-10-15 20:25:00",15742,148.36,"$0.00","$0.00",22700,"$2.00","$40,000.00",10000
"NFL","NFL GIANT $2 Double Up [$40,000 Guaranteed]  (Thu) (66/86)","2015-10-15 20:25:00",16797,145,"$0.00","$0.00",22700,"$2.00","$40,000.00",10000
"NFL","NFL GIANT $2 Double Up [$40,000 Guaranteed]  (Thu) (81/86)","2015-10-15 20:25:00",18461,137.9,"$0.00","$0.00",22700,"$2.00","$40,000.00",10000
"NFL","NFL GIANT $2 Double Up [$40,000 Guaranteed]  (Thu) (61/86)","2015-10-15 20:25:00",21011,121.64,"$0.00","$0.00",22700,"$2.00","$40,000.00",10000
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (25/26)","2015-10-15 20:25:00",45,222.52,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (10/26)","2015-10-15 20:25:00",228,212.04,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (18/26)","2015-10-15 20:25:00",231,211.82,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (26/26)","2015-10-15 20:25:00",231,211.82,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (13/26)","2015-10-15 20:25:00",390,206.98,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (12/26)","2015-10-15 20:25:00",555,204.04,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (19/26)","2015-10-15 20:25:00",806,199.92,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (14/26)","2015-10-15 20:25:00",1168,195.82,"$20.00","$20.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (24/26)","2015-10-15 20:25:00",2280,187.64,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (9/26)","2015-10-15 20:25:00",2333,187.34,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (15/26)","2015-10-15 20:25:00",3392,181.88,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (3/26)","2015-10-15 20:25:00",5359,174.22,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (21/26)","2015-10-15 20:25:00",5603,173.42,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (11/26)","2015-10-15 20:25:00",6258,171.32,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (6/26)","2015-10-15 20:25:00",7034,169.1,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (5/26)","2015-10-15 20:25:00",8138,165.88,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (16/26)","2015-10-15 20:25:00",8728,164.4,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (4/26)","2015-10-15 20:25:00",11407,157.92,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (20/26)","2015-10-15 20:25:00",11677,157.22,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (1/26)","2015-10-15 20:25:00",12458,155.4,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (23/26)","2015-10-15 20:25:00",13650,152.68,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (2/26)","2015-10-15 20:25:00",14443,150.8,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (8/26)","2015-10-15 20:25:00",15443,148.36,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (22/26)","2015-10-15 20:25:00",16879,145,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (7/26)","2015-10-15 20:25:00",19734,137.9,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL Millionaire Maker SUPERSatellite  (Thu) (17/26)","2015-10-15 20:25:00",24656,121.64,"$0.00","$0.00",28750,"$1.00","$25,000.00",1250
"NFL","NFL $100 Triple Up [Top 6 Win $300] (Multi-En  (Thu)","2015-10-15 20:25:00",1,211.82,"$300.00","$0.00",20,"$100.00","$1,800.00",6
"NFL","NFL BIG $50 Triple Up  [Top 12 Win $150]  (Thu)","2015-10-15 20:25:00",2,222.52,"$150.00","$0.00",40,"$50.00","$1,800.00",12
"NFL","NFL BIG $10 Triple Up [Top 30 Win $30]  (Thu)","2015-10-15 20:25:00",1,222.52,"$30.00","$0.00",100,"$10.00","$900.00",30
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (1/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (2/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (3/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (4/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (5/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (6/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (7/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (8/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (9/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (10/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (11/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (12/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (13/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (14/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (15/15)","2015-10-15 20:25:00",1,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (1/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (2/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (3/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (4/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (5/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (6/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (7/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (8/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (9/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (10/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (11/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (12/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (13/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (14/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $10 Double Up [$2,000 Gtd] (Multi-Entry)  (Thu) (15/15)","2015-10-15 20:25:00",2,222.52,"$20.00","$0.00",227,"$10.00","$2,000.00",100
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (1/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (2/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (3/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (4/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (5/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (6/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (7/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (8/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (9/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (10/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (11/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (12/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (13/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (14/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (15/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (30/35)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (26/35)","2015-10-15 20:25:00",18,212.04,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (35/35)","2015-10-15 20:25:00",19,211.82,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (34/35)","2015-10-15 20:25:00",27,204.04,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (23/35)","2015-10-15 20:25:00",34,199.92,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (33/35)","2015-10-15 20:25:00",58,187.64,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (22/35)","2015-10-15 20:25:00",60,187.34,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (24/35)","2015-10-15 20:25:00",80,181.88,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (21/35)","2015-10-15 20:25:00",101,174.22,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (16/35)","2015-10-15 20:25:00",107,173.42,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (29/35)","2015-10-15 20:25:00",113,171.32,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (17/35)","2015-10-15 20:25:00",121,169.1,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (31/35)","2015-10-15 20:25:00",140,164.4,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (27/35)","2015-10-15 20:25:00",202,155.4,"$0.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (20/35)","2015-10-15 20:25:00",216,152.68,"$0.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (19/35)","2015-10-15 20:25:00",230,150.8,"$0.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (32/35)","2015-10-15 20:25:00",246,148.36,"$0.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (18/35)","2015-10-15 20:25:00",264,145,"$0.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (25/35)","2015-10-15 20:25:00",289,137.9,"$0.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (28/35)","2015-10-15 20:25:00",321,121.64,"$0.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (1/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (2/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (3/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (4/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (5/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (6/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (7/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (8/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (9/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (10/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (11/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (12/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (13/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (14/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $5 Double Up [$1,500 Gtd] (Multi-Entry)  (Thu) (15/15)","2015-10-15 20:25:00",1,222.52,"$10.00","$0.00",340,"$5.00","$1,500.00",150
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (1/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (2/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (3/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (4/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (5/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (6/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (7/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (8/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (9/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (10/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (11/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (12/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (13/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (14/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (15/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (16/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (17/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (18/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (19/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (20/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (21/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (22/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (23/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (24/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (25/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (26/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (27/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (28/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (29/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (30/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (31/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (32/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (33/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (34/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (35/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (36/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
"NFL","NFL $3 Double Up [$1.5K Gtd] (Multi-Entry)  (Thu) (37/55)","2015-10-15 20:25:00",1,222.52,"$6.00","$0.00",567,"$3.00","$1,500.00",250
