name,salary,points,position,id
Nathan Conrad,3000,0.0,WR,838222
Collin Lucas,3000,0.0,RB,838231
Brandon Sowards,3000,0.0,WR,838241
Jordan Akins,3000,14.7,WR,838396
Jordan Franks,3000,8.7,WR,838400
Zack Laurinaitis,3000,0.0,WR,838403
Mark Messeguer,3000,0.0,RB,838406
Justin Rae,3000,0.0,RB,838413
Tristan Reaves,3000,0.0,WR,838414
Cameron Batson,3000,6.3,WR,839009
Michael Coley,3000,0.0,WR,839013
Jakari Dillard,3000,0.0,WR,839015
Demarcus Felton,3000,4.4,RB,839017
Stanton Keane,3000,0.0,RB,839025
Kash Knutson,3000,0.0,WR,839026
Hunter Rittimann,3000,0.0,WR,839035
Blake Hirsch,3000,0.0,RB,840177
Brandon Poncsak,3000,0.0,WR,840300
Darrell Langham,3000,0.0,WR,840342
Jordan Jones,3000,0.0,WR,840353
George Aston,3000,1.3,RB,840354
Kellen McAlone,3000,0.0,WR,840358
Clifford Kwaw-Mensah,3000,0.0,RB,841641
Jake Ortale,3000,0.0,WR,841642
Hunter Renfrow,3000,5.2,WR,841649
Chris Larsen,3000,0.0,WR,842614
Trace Ryan,3000,0.0,WR,842617
Trevor White,3000,0.0,WR,844550
Jayson Sparks,3000,0.0,RB,844563
Dan Jonah,3000,9.5,WR,846190
Omar Boyd,3000,0.0,RB,846495
Ty Cruz,3000,0.0,RB,846496
Lawrence Erekosima,3000,0.0,RB,848308
Buddy Pell,3000,0.0,RB,848310
Armani Purifoye,3000,0.0,WR,848312
Thayer Weaver,3000,0.0,WR,848314
Conner Dayton,3000,0.0,WR,849827
Keenan Sweeney,3000,0.0,RB,851149
Collin Alford,3000,0.0,RB,861459
Michael Tashman,3000,0.0,WR,861462
Neil Bodley,3000,0.0,RB,861464
Lou Dibileo,3000,0.0,WR,861466
Kyler Diehl,3000,0.0,WR,861467
Javon Turner,3000,0.0,WR,861473
Trenton Hafley,3000,0.0,RB,861513
Michael Wilson,3000,0.0,WR,861519
Alexei Oro,3000,0.0,WR,861544
John Damrow,3000,0.0,WR,861599
Nicholas Holicek,3000,0.0,WR,861601
Peter Roy,3000,0.0,WR,861602
Mark Saari,3000,0.0,RB,861603
Christian Martinez,3000,0.0,WR,861668
Joey Brungo,3000,0.0,WR,861670
Darius Aquirre,3000,0.0,WR,865584
Darrell Cloy Jr.,3000,0.0,WR,865588
Jordan Morgan,3000,0.0,WR,865595
Jacob Humber,3000,0.0,WR,865854
Blake Lynch,3000,0.0,WR,865857
Wyatt Schrepfer,3000,0.0,RB,865867
Trever Ryen,3000,5.7,WR,865879
Zach Samson,3000,0.0,RB,865883
Jake Lemming,3000,0.0,WR,865891
Rodney Anderson,3000,0.5,RB,865896
Eric DeLay,3000,0.0,WR,865906
Dahu Green,3000,0.0,WR,865912
John Humphrey,3000,0.0,WR,865915
A.D. Miller,3000,1.8,WR,865924
Henry Enyenihi,3000,3.1,RB,865942
Dre Brown,3000,0.0,RB,865944
Dalton Wood,3000,0.0,WR,865952
Clayton Turner,3000,0.0,WR,866004
Marcus Lugo,3000,0.0,WR,866012
Joel Evans,3000,0.0,RB,866013
Jerome Washington,3000,2.3,WR,866016
Ainslie Johnson,3000,1.2,WR,866022
Andrew Davis,3000,4.6,WR,866023
Conner Wyatt,3000,0.0,RB,866031
Juval Mollette,3000,0.0,WR,866040
Ty'Son Williams,3000,0.7,RB,866041
Carl Tucker,3000,0.0,WR,866047
Jake Bargas,3000,0.0,WR,866049
Trey Dunkelberger,3000,0.0,WR,866075
Braedon Urie,3000,0.0,WR,866083
Ross Gardner,3000,0.0,WR,866085
Lavan Alston,3000,0.0,WR,866092
Austin Hemphill,3000,0.0,RB,866107
Noah Johnson,3000,0.0,RB,866108
Wyatt Mazour,3000,0.0,RB,866111
Stanley Morgan,3000,7.2,WR,866112
Devine Ozigbo,3000,3.4,RB,866115
Matt Snyder,3000,0.0,WR,866117
Conor Young,3000,0.0,WR,866121
Kyle Penniston,3000,0.0,WR,866131
Noah Stengel,3000,0.0,WR,866132
Rusty Clark,3000,0.0,WR,866194
Desmond Debose,3000,0.0,WR,866196
Devin Smith,3000,0.0,WR,866197
Matt Domer,3000,0.4,RB,866495
Kyle Bobo,3000,0.0,RB,866501
Brian Jennings II,3000,0.0,RB,866503
Tim Tupa,3000,0.0,WR,866543
Charles Lamar,3000,0.0,RB,866574
Scott Miller,3000,1.9,WR,866578
Deric Phouthavong,3000,0.0,WR,866581
Janarvis Pough,3000,0.0,WR,866583
Jason Smith,3000,2.0,WR,866947
Chandler Cox,3000,1.8,RB,866956
Tracy Kendall,3000,0.0,RB,866964
Jauan Jennings,3000,4.7,WR,867009
Logan Fetzner,3000,0.0,WR,867010
Arkeenmia Thomas,3000,0.0,WR,867020
Jimmie Stoudemire,3000,0.0,WR,867021
Nathan Bossory,3000,0.0,WR,867050
Stephen Ezekoye,3000,0.0,RB,867051
Joey Kerle,3000,0.0,RB,867054
Johnny Woods,3000,3.5,WR,867108
Malik Broughton,3000,0.0,WR,867354
Will Gragg,3000,0.0,WR,867388
Dominic Todarello,3000,0.0,WR,867407
John Tyson,3000,0.0,RB,867410
Ryan Heath,3000,0.0,WR,867452
Ricky Brookins,3000,0.0,RB,867544
Nick Cox,3000,0.0,WR,867546
Alex Rodriguez,3000,1.1,RB,867555
Chris Davis Jr.,3000,0.0,WR,867613
Adrian Gordon,3000,0.0,WR,867615
Gary Demarest,3000,0.0,RB,867619
Josh McPhearson,3000,0.0,WR,867645
Gordon Bentley,3000,0.0,WR,867649
Zach Powell,3000,0.0,RB,867723
Shadell Bell,3000,0.0,WR,867743
Garrett Williams,3000,0.0,WR,867763
Tim Yoder,3000,0.0,RB,867817
Jay Harper,3000,0.0,WR,867819
Philipp Moeller,3000,0.0,WR,867827
Steven Peoples,3000,0.0,RB,868022
Xavier Burke,3000,0.0,WR,868031
Hunter Bryant,3000,0.0,WR,868082
DeSherrius Flowers,3000,0.0,RB,868084
Kyle Guster,3000,0.0,WR,868086
Jacob Parker,3000,0.0,WR,868093
Hamilton Philips,3000,0.0,RB,868094
Deionte Thompson,3000,0.0,WR,868097
Thomas Woods,3000,0.0,WR,868099
Isaiah Davis,3000,0.0,WR,868119
Trey Dezellem,3000,0.0,RB,868120
CJ Dimry,3000,0.0,WR,868121
Cody Havelock,3000,0.0,WR,868126
Thomas Hearn,3000,0.0,RB,868129
Alijah Lee,3000,0.0,RB,868133
D.J. Thompson,3000,0.0,WR,868235
Kyle Sweet,3000,0.0,WR,868329
James Williams,3000,0.0,RB,868331
Alex Barnes,3000,0.0,RB,868507
Dawson Elliott,3000,0.0,WR,868510
Bryce Harvey,3000,0.0,WR,868512
Zach Reuter,3000,1.9,WR,868516
Curtis Stallbaumer,3000,0.0,WR,868519
Kevan Hall,3000,0.0,WR,868529
Corey Manges,3000,0.0,WR,868532
Eric Parker,3000,0.0,WR,868535
Mehki Williams,3000,0.0,RB,869590
Dejion Evans,3000,0.0,WR,869592
Kendrick Turner,3000,0.0,RB,870054
Ryan Roberts,3000,0.0,WR,870267
Kyree Hollis,3000,0.0,WR,870342
Chad Hanaoka,3000,0.0,WR,870344
Mike Berry,3000,0.0,WR,870892
Roosevelt Griffin,3000,0.0,RB,871185
Elijah Morant,3000,0.0,WR,871190
Austin Pickens,3000,0.0,WR,871191
Elijah Wolf,3000,0.0,WR,871193
Rafael Araujo-Lopes,3000,0.0,WR,871352
Anthony Sheppard,3000,0.0,RB,871597
Will Jumper,3000,0.0,WR,877211
Michael Lacey,3000,0.0,WR,877213
Kyle Oliver,3000,0.0,WR,877223
Vincent Perry,3000,0.0,WR,877224
Preston Williams,3000,8.5,WR,877244
Eli Wolf,3000,0.0,WR,877246
Joe Young,3000,1.8,RB,877247
Jarrett Mitchell,3000,0.0,RB,877276
Reggie Corbin,3000,0.0,RB,877773
Trenard Davis,3000,0.0,WR,877774
Michael Cornwell,3000,0.0,WR,877776
Jahrvis Davenport,3000,11.6,WR,877777
Ty Johnson,3000,4.2,RB,877784
Sam Mays,3000,5.2,WR,877787
D.J. Moore,3000,8.6,WR,877790
Caleb Reams,3000,0.0,WR,877801
Brett Classen,3000,0.0,WR,877804
Ryan Deshotel,3000,0.0,WR,877885
Kobe Idumwonyi,3000,0.0,WR,877892
Kevrin Justice,3000,0.0,RB,877895
Conor Brumfield,3000,0.0,WR,878615
Chalfonte Butler,3000,0.0,WR,878616
Antwan Dixon,3000,13.8,WR,878618
Will Matthews,3000,0.0,RB,878628
P.J. Simmons,3000,4.1,WR,878631
Myles Washington,3000,4.2,RB,878634
Jon Derolus,3000,0.0,WR,878906
Kyle Horn,3000,0.0,RB,878910
Andy Isabella,3000,0.8,RB,878911
Kenny Kern,3000,0.0,RB,878912
Sekai Lindsay,3000,4.3,RB,878914
Jesse Noel,3000,0.0,WR,878920
Travis Reynolds,3000,0.0,WR,878926
Quadree Henderson,3000,2.4,WR,879280
Gentry Ivery,3000,0.0,WR,879281
Tre Tipton,3000,0.0,WR,879289
Ty Thomason,3000,0.0,WR,879299
John Kelly,3000,4.4,RB,879766
Blaise Gammon,3000,0.0,WR,879912
Denzel Goolsby,3000,0.0,WR,879913
Dan Harris Jr.,3000,0.0,WR,879917
Kalin Heath,3000,0.0,RB,879920
Terrance Richards,3000,0.0,RB,879940
Dalton Schoen,3000,0.0,WR,879942
Isaiah Zuber,3000,0.0,WR,879953
Keyston Fuller,3000,0.0,WR,879976
Aaron Young,3000,0.0,WR,879989
Lawrence Cager,3000,2.6,WR,880123
TJ Callan,3000,0.0,RB,880124
Mitch Davis,3000,0.0,WR,880125
Bobby Walker,3000,0.0,WR,880194
Avery Edwards,3000,6.5,WR,880195
Marcus Smith,3000,0.0,RB,880197
Chris Cliff,3000,0.0,WR,880204
Luke Dauch,3000,0.0,WR,880206
Charlie Fessler,3000,0.0,WR,880207
Cameron Green,3000,0.0,WR,880213
John Moten IV,3000,0.0,RB,880218
Flynn Nagel,3000,2.9,WR,880220
Jelani Roberts,3000,1.6,WR,880223
David Edwards,3000,0.0,WR,880310
Mitchell Herl,3000,0.0,WR,880314
Henry Houden,3000,0.0,WR,880316
Andrew James,3000,0.0,WR,880323
Troy Laufenberg,3000,0.0,RB,880327
Bradrick Shaw,3000,0.0,RB,880348
Jordan Stevenson,3000,0.0,RB,880352
Tyreik Gray,3000,4.2,RB,880376
Emory Carney,3000,0.0,WR,880533
Ryan Davis,3000,0.0,WR,880538
Jalen Harris,3000,0.0,WR,880541
Griffin King,3000,0.0,WR,880550
Tyler LaFlamme,3000,0.0,RB,880551
Robert Muschamp,3000,0.0,RB,880555
Darius Slayton,3000,0.0,WR,880557
Austin Combs,3000,0.0,RB,881488
Austin Cantrell,3000,0.0,WR,882294
Zack English,3000,0.0,WR,882296
Kendrick Jackson,3000,0.0,RB,882302
CJ O'Grady,3000,0.0,WR,882307
La'Michael Pettway,3000,0.0,WR,882309
Dominique Reed,3000,10.0,WR,882312
Howie Stettmeier,3000,0.0,WR,882315
Deon Stewart,3000,0.0,WR,882316
Will Martinez,3000,0.0,WR,882353
Xavius Boone,3000,0.0,WR,882735
Kaleb Fossum,3000,0.0,WR,882737
Tavares Martin Jr.,3000,3.8,WR,882743
Madigan Taulelei,3000,0.0,RB,882748
Hakeem Butler,3000,0.0,WR,882776
Sheldon Croney Jr.,3000,0.0,RB,882779
Carson Epps,3000,1.4,WR,882784
Denver Johnson,3000,0.0,WR,882788
Wyatt Rhoads,3000,0.0,WR,882803
Lee Morris,3000,0.0,WR,882834
Keke Coutee,3000,3.7,WR,882929
Corey Dauphine,3000,0.0,RB,882931
Quan Shorts,3000,0.0,WR,882951
Donta Thompson,3000,0.0,WR,882960
Jordan Hahn,3000,0.0,WR,883232
Austin Dorris,3000,0.0,WR,883239
Donavan Hale,3000,-0.2,WR,883242
Camion Patrick,3000,0.0,WR,883253
Leon Thornton III,3000,0.0,WR,883257
Nick Westbrook,3000,1.8,WR,883259
Devonte Williams,3000,0.0,RB,883260
Jordan Stevenson,3000,0.0,RB,883277
Nick Bowers,3000,0.0,WR,883307
Irvin Charles,3000,0.0,WR,883312
Dan Chisena,3000,0.0,WR,883314
Griffin Carter,3000,0.0,RB,883441
Thomas Brown,3000,0.0,WR,883596
Sam Eason,3000,0.0,WR,883600
Zach Goins,3000,0.0,WR,883606
Darius Graves,3000,0.0,RB,883607
Jared Worley,3000,0.0,RB,883627
Nesean Crofford,3000,0.0,WR,883663
Tyrone Perkins,3000,0.5,RB,883708
Kenterius Womack,3000,0.0,WR,883715
Richard Burney,3000,0.0,WR,883948
Tanner Cowley,3000,0.0,WR,883950
Warren Craft,3000,0.0,WR,883951
David Eldridge,3000,5.3,WR,883952
Chris Sharp,3000,0.0,RB,883968
Olamide Zaccheaus,3000,3.6,RB,883976
Chris Cunningham,3000,0.0,WR,883979
Sean Daniel,3000,0.0,WR,883980
Coleman Fox,3000,0.0,RB,883982
Casey Harman,3000,0.0,WR,883985
Deshawn McClease,3000,0.0,RB,883991
Daylon Charlot,3000,1.8,WR,884041
Derrick Gore,3000,0.6,RB,884044
Hale Hentges,3000,1.5,WR,884045
Tevin Isom,3000,0.0,WR,884046
Austin Johnson,3000,0.0,WR,884048
Xavian Marks,3000,0.0,RB,884049
Jonathan Rice,3000,0.0,WR,884055
Brandon Turner,3000,0.0,RB,884059
Jovante Siglar,3000,0.0,WR,884062
Felton Davis III,3000,0.0,WR,884246
Sinclair Farinholt,3000,0.0,WR,884250
Davis Lewandowski,3000,0.0,WR,884253
Darrell Stewart Jr.,3000,0.0,WR,884265
John Burt,3000,6.6,WR,884278
Chris Fehr,3000,0.0,WR,884285
Tristian Houston,3000,0.0,RB,884288
Kirk Johnson,3000,0.0,RB,884289
DeAndre McNeal,3000,0.9,WR,884293
Ryan Newsome,3000,0.8,WR,884295
Chris Warren III,3000,1.1,RB,884299
Jonathan Holland,3000,0.0,WR,884607
Juwan Johnson,3000,0.0,WR,884609
Brandon Polk,3000,4.7,WR,884619
Andre Robinson,3000,0.0,RB,884624
Tyler Shoop,3000,0.0,WR,884626
Ricky Finco,3000,0.0,WR,884830
Josh Burrell,3000,0.0,RB,885259
Colton Cerday,3000,0.0,WR,885262
Quinn Thomas,3000,0.0,WR,885758
Jordan Fisher,3000,0.0,WR,885903
Danzel McKinley-Lewis,3000,0.0,WR,885909
Nicholas Potts,3000,0.0,WR,885914
Reid Robinson,3000,0.0,WR,885916
Art Thompkins,3000,0.0,RB,885920
Travis Vuich,3000,0.0,WR,885922
Dwyer Bucey,3000,0.0,RB,886636
JaMycal Hasty,3000,0.0,RB,886641
Pooh Stricklin,3000,0.0,WR,886654
Sam Tecklenburg,3000,0.0,WR,886655
Brion Anduze,3000,0.0,WR,886667
Weston Barlow,3000,0.0,RB,886669
Orlando Bradford,3000,10.3,RB,886672
Shun Brown,3000,2.1,WR,886673
Darick Holmes,3000,0.0,WR,886686
Branden Leon,3000,0.0,RB,886687
Mo Mohamed,3000,0.0,WR,886691
Cedric Peterson,3000,0.0,WR,886699
Khaylub Thompson,3000,0.0,RB,886703
Marley Allison,3000,0.0,WR,886884
Jarvis Baxter,3000,5.4,WR,886923
Tion Grant,3000,0.0,RB,886924
RJ Hester,3000,0.0,WR,886930
Evan McHugh,3000,0.0,WR,886932
Jake Parker,3000,0.0,WR,886933
Coleman Patterson,3000,0.0,WR,886934
Landon Sawyer,3000,0.0,WR,886935
Preston Scaff,3000,0.0,WR,886937
Douglas Wilson,3000,0.0,WR,886940
Kevin Carroll,3000,0.0,RB,886955
Jake Romp,3000,0.0,WR,886957
Clay Austin,3000,0.0,WR,886964
Jacob Hill,3000,3.4,RB,886965
Davon Crookshank,3000,0.0,RB,887255
Aaron Cochran,3000,1.7,RB,887411
Tristan Payton,3000,4.3,WR,887431
Cam Stewart,3000,4.0,WR,887436
Joe Turk,3000,0.0,WR,887439
D'erren Wilson,3000,10.2,WR,887440
Colton Whited,3000,0.0,WR,887922
Killian Page,3000,0.0,RB,890692
Kainoa Wilson,3000,0.0,WR,890700
Diontae Johnson,3000,3.7,WR,891115
Marques Jones,3000,0.0,WR,891606
Blake Murphy,3000,0.0,WR,891610
Obim Okeke,3000,0.0,WR,891611
Anthony Golden,3000,0.0,RB,891628
Jesse Fisher,3000,0.0,WR,891633
Daniel Adams,3000,0.0,WR,891655
Chris Gajcak,3000,0.0,WR,891708
Parker Fentriss,3000,0.0,WR,891921
Vance Galloway,3000,0.0,WR,891922
Sam Iheke,3000,0.0,WR,891923
Torin Marks,3000,0.0,WR,892019
Damani Carter,3000,0.0,RB,892255
Jack Driscoll,3000,0.0,WR,892630
